drugbank_id	smpdb-id	name	drugs (placeholder)enzymes (placeholder to uniprot_id	
DB00001	SMP00278	Lepirudin Action Pathway	
DB01593	SMP00592	Cilazapril Metabolism Pathway	
DB01593	SMP00594	Fosinopril Metabolism Pathway	
DB01593	SMP00599	Trandolapril Metabolism Pathway	
DB01593	SMP00733	Temocapril Action Pathway	
DB01593	SMP00603	Gemcitabine Metabolism Pathway	
DB01593	SMP00644	Celecoxib Metabolism Pathway	
DB01593	SMP00446	Gemcitabine Action Pathway	
DB01593	SMP00589	Gastric Acid Production	
DB01593	SMP00633	Felbamate Metabolism Pathway	
DB01593	SMP00225	Esomeprazole Action Pathway	
DB01593	SMP00232	Cimetidine Action Pathway	
DB01593	SMP00227	Lansoprazole Action Pathway	
DB01593	SMP00246	Pirenzepine Action Pathway	
DB01593	SMP00734	Roxatidine acetate Action Pathway	
DB01593	SMP00228	Pantoprazole Action Pathway	
DB01593	SMP00230	Ranitidine Action Pathway	
DB01593	SMP00735	Metiamide Action Pathway	
DB01593	SMP00229	Rabeprazole Action Pathway	
DB01593	SMP00231	Famotidine Action Pathway	
DB01593	SMP00736	Betazole Action Pathway	
DB01593	SMP00226	Omeprazole Action Pathway	
DB01593	SMP00233	Nizatidine Action Pathway	
DB01593	SMP00490	Segawa syndrome	
DB01593	SMP00487	Hyperphenylalaniemia due to guanosine triphosphate cyclohydrolase deficiency	
DB01593	SMP00320	Intracellular Signalling Through Adenosine Receptor A2a and Adenosine	
DB01593	SMP00488	Hyperphenylalaninemia due to 6-pyruvoyltetrahydropterin synthase deficiency (ptps)	
DB01593	SMP00459	Pyruvaldehyde Degradation	
DB01593	SMP00005	Pterine Biosynthesis	
DB01593	SMP00486	Dopa-responsive dystonia	
DB01593	SMP00491	Sepiapterin reductase deficiency	
DB01593	SMP00321	Intracellular Signalling Through Adenosine Receptor A2b and Adenosine	
DB01593	SMP00358	Fc Epsilon Receptor I Signaling in Mast Cells	
DB01593	SMP00489	Hyperphenylalaninemia due to dhpr-deficiency	
DB01593	SMP00010	Nucleotide Sugars Metabolism	
DB01593	SMP00353	Leukotriene C4 Synthesis Deficiency	
DB01593	SMP00348	Globoid Cell Leukodystrophy	
DB01593	SMP00449	Ethanol Degradation	
DB01593	SMP00526	Krabbe disease	
DB01593	SMP00495	Galactosemia II (GALK)	
DB01593	SMP00017	Vitamin B6 Metabolism	
DB01593	SMP00075	Arachidonic Acid Metabolism	
DB01593	SMP00074	Retinol Metabolism	
DB01593	SMP00347	Metachromatic Leukodystrophy (MLD)	
DB01593	SMP00336	Vitamin A Deficiency	
DB01593	SMP00503	Hypophosphatasia	
DB01593	SMP00525	Fabry disease	
DB01593	SMP00496	Galactosemia III	
DB01593	SMP00070	Riboflavin Metabolism	
DB01593	SMP00034	Sphingolipid Metabolism	
DB01593	SMP00349	Gaucher Disease	
DB01593	SMP00123	Betaine Metabolism	
DB01593	SMP00044	Histidine Metabolism	
DB01593	SMP00143	5-Oxoprolinuria	
DB01593	SMP00191	Histidinemia	
DB01593	SMP00077	Piroxicam Action Pathway	
DB01593	SMP00087	Rofecoxib Action Pathway	
DB01593	SMP00346	Porphyria Variegata (PV)	
DB01593	SMP00120	Naproxen Action Pathway	
DB01593	SMP00106	Meloxicam Action Pathway	
DB01593	SMP00579	Congenital disorder of glycosylation CDG-IId	
DB01593	SMP00693	Antrafenine Action Pathway	
DB01593	SMP00698	Magnesium salicylate Action Pathway	
DB01593	SMP00705	Tiaprofenic Acid Action Pathway	
DB01593	SMP00710	Acetaminophen  Action Pathway	
DB01593	SMP00722	Cystinosis, ocular nonnephropathic	
DB01593	SMP00725	Fructose intolerance, hereditary	
DB01593	SMP00055	Alanine Metabolism	
DB01593	SMP00013	Cysteine Metabolism	
DB01593	SMP00064	Fructose and Mannose Degradation	
DB01593	SMP00444	Lactose Synthesis	
DB01593	SMP00313	Lactic Acidemia	
DB01593	SMP00096	Celecoxib Action Pathway	
DB01593	SMP00345	Congenital Erythropoietic Porphyria (CEP) or Gunther Disease	
DB01593	SMP00101	Suprofen Action Pathway	
DB01593	SMP00104	Indomethacin Action Pathway	
DB01593	SMP00289	Diflunisal Action Pathway	
DB01593	SMP00116	Valdecoxib Action Pathway	
DB01593	SMP00561	Fructosuria	
DB01593	SMP00580	GLUT-1 deficiency syndrome	
DB01593	SMP00692	Antipyrine Action Pathway	
DB01593	SMP00694	Carprofen Action Pathway	
DB01593	SMP00699	Lumiracoxib Action Pathway	
DB01593	SMP00706	Tenoxicam Action Pathway	
DB01593	SMP00352	Primary Hyperoxaluria Type I	
DB01593	SMP00183	Gamma-Glutamyltransferase Deficiency	
DB01593	SMP00098	Ketorolac Action Pathway	
DB01593	SMP00024	Porphyrin Metabolism	
DB01593	SMP00342	Hereditary Coproporphyria (HCP)	
DB01593	SMP00102	Bromfenac Action Pathway	
DB01593	SMP00109	Mefenamic Acid Action Pathway	
DB01593	SMP00492	Ureidopropionase deficiency	
DB01593	SMP00499	Beta-mercaptolactate-cysteine disulfiduria	
DB01593	SMP00695	Etoricoxib Action Pathway	
DB01593	SMP00700	Lornoxicam Action Pathway	
DB01593	SMP00707	Salsalate Action Pathway	
DB01593	SMP00182	Galactosemia	
DB01593	SMP00113	Oxaprozin Action Pathway	
DB01593	SMP00493	Carnosinuria, carnosinemia	
DB01593	SMP00500	5-oxoprolinase deficiency	
DB01593	SMP00696	Fenoprofen Action Pathway	
DB01593	SMP00701	Phenylbutazone Action Pathway	
DB01593	SMP00703	Trisalicylate-choline Action Pathway	
DB01593	SMP00708	Salicylate-sodium Action Pathway	
DB01593	SMP00350	Pyruvate Carboxylase Deficiency	
DB01593	SMP00351	GABA-Transaminase Deficiency	
DB01593	SMP00083	Acetylsalicylic Acid Action Pathway	
DB01593	SMP00085	Ketoprofen Action Pathway	
DB01593	SMP00093	Diclofenac Action Pathway	
DB01593	SMP00043	Galactose Metabolism	
DB01593	SMP00501	Gamma-glutamyl-transpeptidase deficiency	
DB01593	SMP00697	Flurbiprofen Action Pathway	
DB01593	SMP00702	Nepafenac Action Pathway	
DB01593	SMP00704	Tolmetin Action Pathway	
DB01593	SMP00709	Salicylic Acid Action Pathway	
DB01593	SMP00015	Glutathione Metabolism	
DB01593	SMP00007	Beta-Alanine Metabolism	
DB01593	SMP00337	Glutathione Synthetase Deficiency	
DB01593	SMP00084	Etodolac Action Pathway	
DB01593	SMP00086	Ibuprofen Action Pathway	
DB01593	SMP00094	Sulindac Action Pathway	
DB01593	SMP00344	Acute Intermittent Porphyria	
DB01593	SMP00114	Nabumetone Action Pathway	
DB01593	SMP00175	Canavan Disease	
DB01593	SMP00192	Hypoacetylaspartia	
DB01593	SMP00558	Primary hyperoxaluria II, PH2	
DB01593	SMP00334	Pyruvate Decarboxylase E1 Component Deficiency (PDHE1 Deficiency)	
DB01593	SMP00067	Aspartate Metabolism	
DB01593	SMP00196	Leigh Syndrome	
DB01593	SMP00559	Pyruvate kinase deficiency	
DB01593	SMP00060	Pyruvate Metabolism	
DB01593	SMP00212	Pyruvate Dehydrogenase Complex Deficiency	
DB01593	SMP00341	Hypermethioninemia	
DB01593	SMP00218	Tyrosinemia Type I	
DB01593	SMP00172	Beta Ureidopropionase Deficiency	
DB01593	SMP00567	Succinic semialdehyde dehydrogenase deficiency	
DB01593	SMP00033	Methionine Metabolism	
DB01593	SMP00214	S-Adenosylhomocysteine (SAH) Hydrolase Deficiency	
DB01593	SMP00219	UMP Synthase Deiciency (Orotic Aciduria)	
DB01593	SMP00202	MNGIE (Mitochondrial Neurogastrointestinal Encephalopathy)	
DB01593	SMP00498	Dopamine beta-hydroxylase deficiency	
DB01593	SMP00243	4-Hydroxybutyric Aciduria/Succinic Semialdehyde Dehydrogenase Deficiency	
DB01593	SMP00169	Alkaptonuria	
DB01593	SMP00570	Homocystinuria-megaloblastic anemia due to defect in cobalamin metabolism, cblG complementation type	
DB01593	SMP00340	Methylenetetrahydrofolate Reductase Deficiency (MTHFRD)	
DB01593	SMP00006	Tyrosine Metabolism	
DB01593	SMP00072	Glutamate Metabolism	
DB01593	SMP00339	Hyperinsulinism-Hyperammonemia Syndrome	
DB01593	SMP00136	2-Hydroxyglutric Aciduria (D And L Form)	
DB01593	SMP00222	Glycine N-methyltransferase Deficiency	
DB01593	SMP00046	Pyrimidine Metabolism	
DB01593	SMP00178	Dihydropyrimidinase Deficiency	
DB01593	SMP00494	Tyrosinemia, transient, of the newborn	
DB01593	SMP00385	Homocarnosinosis	
DB01593	SMP00533	Monoamine oxidase-a deficiency (MAO-A)	
DB01593	SMP00177	Cystathionine Beta-Synthase Deficiency	
DB01593	SMP00221	Methionine Adenosyltransferase Deficiency	
DB01593	SMP00190	Hawkinsinuria	
DB01593	SMP00203	Molybdenum Cofactor Deficiency	
DB01593	SMP00210	Purine Nucleoside Phosphorylase Deficiency	
DB01593	SMP00244	Sarcosinemia	
DB01593	SMP00485	Hyperglycinemia, non-ketotic	
DB01593	SMP00536	Mitochondrial DNA depletion syndrome	
DB01593	SMP00144	Adenosine Deaminase Deficiency	
DB01593	SMP00168	AICA-Ribosiduria	
DB01593	SMP00004	Glycine and Serine Metabolism	
DB01593	SMP00430	Thioguanine Action Pathway	
DB01593	SMP00429	Disulfiram Action Pathway	
DB01593	SMP00537	Myoadenylate deaminase deficiency	
DB01593	SMP00242	Dimethylglycine Dehydrogenase Deficiency	
DB01593	SMP00428	Mercaptopurine Action Pathway	
DB01593	SMP00512	Xanthinuria type I	
DB01593	SMP00365	Gout or Kelley-Seegmiller Syndrome	
DB01593	SMP00050	Purine Metabolism	
DB01593	SMP00167	Adenylosuccinate Lyase Deficiency	
DB01593	SMP00223	Non Ketotic Hyperglycinemia	
DB01593	SMP00427	Azathioprine Action Pathway	
DB01593	SMP00484	Dimethylglycine Dehydrogenase Deficiency	
DB01593	SMP00513	Xanthinuria type II	
DB01593	SMP00535	Adenine phosphoribosyltransferase deficiency (APRT)	
DB01593	SMP00721	3-Phosphoglycerate dehydrogenase deficiency	
DB01593	SMP00364	Lesch-Nyhan Syndrome (LNS)	
DB01593	SMP00220	Xanthine Dehydrogenase Deficiency (Xanthinuria)	
DB01593	SMP00179	Dihydropyrimidine Dehydrogenase Deficiency (DHPD)	
DB01600	SMP00705	Tiaprofenic Acid Action Pathway	
DB01627	SMP00728	Lincomycin Action Pathway	
DB01628	SMP00695	Etoricoxib Action Pathway	
DB01632	SMP00647	Thioguanine Metabolism Pathway	
DB01632	SMP00519	Ribose-5-phosphate isomerase deficiency	
DB01632	SMP00518	Glucose-6-phosphate dehydrogenase deficiency	
DB01632	SMP00520	Transaldolase deficiency	
DB01632	SMP00031	Pentose Phosphate Pathway	
DB01632	SMP00609	Mercaptopurine Metabolism Pathway	
DB01632	SMP00048	Nicotinate and Nicotinamide Metabolism	
DB01632	SMP00219	UMP Synthase Deiciency (Orotic Aciduria)	
DB01632	SMP00202	MNGIE (Mitochondrial Neurogastrointestinal Encephalopathy)	
DB01632	SMP00243	4-Hydroxybutyric Aciduria/Succinic Semialdehyde Dehydrogenase Deficiency	
DB01632	SMP00072	Glutamate Metabolism	
DB01632	SMP00339	Hyperinsulinism-Hyperammonemia Syndrome	
DB01632	SMP00136	2-Hydroxyglutric Aciduria (D And L Form)	
DB01632	SMP00046	Pyrimidine Metabolism	
DB01632	SMP00178	Dihydropyrimidinase Deficiency	
DB01632	SMP00385	Homocarnosinosis	
DB01632	SMP00172	Beta Ureidopropionase Deficiency	
DB01632	SMP00567	Succinic semialdehyde dehydrogenase deficiency	
DB01632	SMP00144	Adenosine Deaminase Deficiency	
DB01632	SMP00168	AICA-Ribosiduria	
DB01632	SMP00430	Thioguanine Action Pathway	
DB01632	SMP00537	Myoadenylate deaminase deficiency	
DB01632	SMP00203	Molybdenum Cofactor Deficiency	
DB01632	SMP00210	Purine Nucleoside Phosphorylase Deficiency	
DB01632	SMP00536	Mitochondrial DNA depletion syndrome	
DB01632	SMP00428	Mercaptopurine Action Pathway	
DB01632	SMP00512	Xanthinuria type I	
DB01632	SMP00365	Gout or Kelley-Seegmiller Syndrome	
DB01632	SMP00050	Purine Metabolism	
DB01632	SMP00167	Adenylosuccinate Lyase Deficiency	
DB01632	SMP00427	Azathioprine Action Pathway	
DB01632	SMP00513	Xanthinuria type II	
DB01632	SMP00535	Adenine phosphoribosyltransferase deficiency (APRT)	
DB01632	SMP00364	Lesch-Nyhan Syndrome (LNS)	
DB01632	SMP00220	Xanthine Dehydrogenase Deficiency (Xanthinuria)	
DB01638	SMP00725	Fructose intolerance, hereditary	
DB01638	SMP00064	Fructose and Mannose Degradation	
DB01638	SMP00561	Fructosuria	
DB01638	SMP00182	Galactosemia	
DB01638	SMP00043	Galactose Metabolism	
DB01643	SMP00172	Beta Ureidopropionase Deficiency	
DB01643	SMP00219	UMP Synthase Deiciency (Orotic Aciduria)	
DB01643	SMP00202	MNGIE (Mitochondrial Neurogastrointestinal Encephalopathy)	
DB01643	SMP00046	Pyrimidine Metabolism	
DB01643	SMP00178	Dihydropyrimidinase Deficiency	
DB01696	SMP00203	Molybdenum Cofactor Deficiency	
DB01696	SMP00210	Purine Nucleoside Phosphorylase Deficiency	
DB01696	SMP00536	Mitochondrial DNA depletion syndrome	
DB01696	SMP00428	Mercaptopurine Action Pathway	
DB01696	SMP00512	Xanthinuria type I	
DB01696	SMP00365	Gout or Kelley-Seegmiller Syndrome	
DB01696	SMP00050	Purine Metabolism	
DB01696	SMP00167	Adenylosuccinate Lyase Deficiency	
DB01696	SMP00427	Azathioprine Action Pathway	
DB01696	SMP00144	Adenosine Deaminase Deficiency	
DB01696	SMP00168	AICA-Ribosiduria	
DB01696	SMP00430	Thioguanine Action Pathway	
DB01696	SMP00537	Myoadenylate deaminase deficiency	
DB01696	SMP00513	Xanthinuria type II	
DB01696	SMP00535	Adenine phosphoribosyltransferase deficiency (APRT)	
DB01696	SMP00364	Lesch-Nyhan Syndrome (LNS)	
DB01696	SMP00220	Xanthine Dehydrogenase Deficiency (Xanthinuria)	
DB01700	SMP00203	Molybdenum Cofactor Deficiency	
DB01700	SMP00210	Purine Nucleoside Phosphorylase Deficiency	
DB01700	SMP00536	Mitochondrial DNA depletion syndrome	
DB01700	SMP00428	Mercaptopurine Action Pathway	
DB01700	SMP00512	Xanthinuria type I	
DB01700	SMP00365	Gout or Kelley-Seegmiller Syndrome	
DB01700	SMP00050	Purine Metabolism	
DB01700	SMP00167	Adenylosuccinate Lyase Deficiency	
DB01700	SMP00427	Azathioprine Action Pathway	
DB01700	SMP00144	Adenosine Deaminase Deficiency	
DB01700	SMP00168	AICA-Ribosiduria	
DB01700	SMP00430	Thioguanine Action Pathway	
DB01700	SMP00537	Myoadenylate deaminase deficiency	
DB01700	SMP00513	Xanthinuria type II	
DB01700	SMP00535	Adenine phosphoribosyltransferase deficiency (APRT)	
DB01700	SMP00364	Lesch-Nyhan Syndrome (LNS)	
DB01700	SMP00220	Xanthine Dehydrogenase Deficiency (Xanthinuria)	
DB01702	SMP00218	Tyrosinemia Type I	
DB01702	SMP00498	Dopamine beta-hydroxylase deficiency	
DB01702	SMP00169	Alkaptonuria	
DB01702	SMP00006	Tyrosine Metabolism	
DB01702	SMP00494	Tyrosinemia, transient, of the newborn	
DB01702	SMP00533	Monoamine oxidase-a deficiency (MAO-A)	
DB01702	SMP00190	Hawkinsinuria	
DB01702	SMP00429	Disulfiram Action Pathway	
DB01709	SMP00128	Gluconeogenesis	
DB01709	SMP00573	Glycogenosis, Type IB	
DB01709	SMP00374	Glycogen Storage Disease Type 1A (GSD1A) or Von Gierke Disease	
DB01709	SMP00563	Triosephosphate isomerase	
DB01709	SMP00560	Phosphoenolpyruvate carboxykinase deficiency 1 (PEPCK1)	
DB01709	SMP00572	Fanconi-bickel syndrome	
DB01709	SMP00574	Glycogenosis, Type IC	
DB01709	SMP00040	Glycolysis	
DB01709	SMP00531	Glycogenosis, Type VII. Tarui disease	
DB01709	SMP00562	Fructose-1,6-diphosphatase deficiency	
DB01709	SMP00581	Glycogenosis, Type IA. Von gierke disease	
DB01709	SMP00654	Warburg Effect	
DB01729	SMP00462	Inositol Phosphate Metabolism	
DB01729	SMP00011	Inositol Metabolism	
DB01758	SMP00716	Thyroid hormone synthesis	
DB01762	SMP00569	Succinyl CoA: 3-ketoacid CoA transferase deficiency	
DB01762	SMP00071	Ketone Body Metabolism	
DB01762	SMP00073	Butyrate Metabolism	
DB01762	SMP00173	Beta-Ketothiolase Deficiency	
DB01762	SMP00237	3-Methylcrotonyl Coa Carboxylase Deficiency Type I	
DB01762	SMP00238	Isovaleric Aciduria	
DB01762	SMP00236	Propionic Acidemia	
DB01762	SMP00140	3-Methylglutaconic Aciduria Type III	
DB01762	SMP00141	3-Methylglutaconic Aciduria Type IV	
DB01762	SMP00521	3-hydroxyisobutyric acid dehydrogenase deficiency	
DB01762	SMP00524	Isovaleric acidemia	
DB01762	SMP00032	Valine, Leucine and Isoleucine Degradation	
DB01762	SMP00138	3-Hydroxy-3-Methylglutaryl-CoA Lyase Deficiency	
DB01762	SMP00384	Methylmalonate Semialdehyde Dehydrogenase Deficiency	
DB01762	SMP00522	3-hydroxyisobutyric aciduria	
DB01762	SMP00199	Maple Syrup Urine Disease	
DB01762	SMP00200	Methylmalonic Aciduria	
DB01762	SMP00523	Isobutyryl-coa dehydrogenase deficiency	
DB01762	SMP00137	2-Methyl-3-Hydroxybutryl CoA Dehydrogenase Deficiency	
DB01762	SMP00139	3-Methylglutaconic Aciduria Type I	
DB01762	SMP00456	Fatty Acid Biosynthesis	
DB01762	SMP00369	Tyrosinemia Type 2 (or Richner-Hanhart syndrome)	
DB01762	SMP00206	Phenylketonuria	
DB01762	SMP00370	Tyrosinemia Type 3 (TYRO3)	
DB01762	SMP00008	Phenylalanine and Tyrosine Metabolism	
DB01762	SMP00169	Alkaptonuria	
DB01762	SMP00006	Tyrosine Metabolism	
DB01762	SMP00218	Tyrosinemia Type I	
DB01762	SMP00498	Dopamine beta-hydroxylase deficiency	
DB01762	SMP00494	Tyrosinemia, transient, of the newborn	
DB01762	SMP00533	Monoamine oxidase-a deficiency (MAO-A)	
DB01762	SMP00190	Hawkinsinuria	
DB01762	SMP00429	Disulfiram Action Pathway	
DB01783	SMP00027	Pantothenate and CoA Biosynthesis	
DB01783	SMP00492	Ureidopropionase deficiency	
DB01783	SMP00007	Beta-Alanine Metabolism	
DB01783	SMP00493	Carnosinuria, carnosinemia	
DB01783	SMP00351	GABA-Transaminase Deficiency	
DB01785	SMP00119	Fluvastatin Action Pathway	
DB01785	SMP00387	CHILD Syndrome	
DB01785	SMP00319	Lysosomal Acid Lipase Deficiency (Wolman Disease)	
DB01785	SMP00079	Ibandronate Action Pathway	
DB01785	SMP00089	Pravastatin Action Pathway	
DB01785	SMP00112	Risedronate Action Pathway	
DB01785	SMP00510	Mevalonic aciduria	
DB01785	SMP00508	Cholesteryl ester storage disease	
DB01785	SMP00386	Desmosterolosis	
DB01785	SMP00107	Zoledronate Action Pathway	
DB01785	SMP00131	Atorvastatin Action Pathway	
DB01785	SMP00023	Steroid Biosynthesis	
DB01785	SMP00388	Chondrodysplasia Punctata II, X Linked Dominant (CDPX2)	
DB01785	SMP00095	Alendronate Action Pathway	
DB01785	SMP00209	Hypercholesterolemia	
DB01785	SMP00099	Lovastatin Action Pathway	
DB01785	SMP00111	Cerivastatin Action Pathway	
DB01785	SMP00509	Hyper-IgD syndrome	
DB01785	SMP00389	Smith-Lemli-Opitz Syndrome (SLOS)	
DB01785	SMP00082	Simvastatin Action Pathway	
DB01785	SMP00092	Rosuvastatin Action Pathway	
DB01785	SMP00117	Pamidronate Action Pathway	
DB01785	SMP00511	Wolman disease	
DB01796	SMP00048	Nicotinate and Nicotinamide Metabolism	
DB01796	SMP00063	Tryptophan Metabolism	
DB01819	SMP00560	Phosphoenolpyruvate carboxykinase deficiency 1 (PEPCK1)	
DB01819	SMP00572	Fanconi-bickel syndrome	
DB01819	SMP00574	Glycogenosis, Type IC	
DB01819	SMP00128	Gluconeogenesis	
DB01819	SMP00573	Glycogenosis, Type IB	
DB01819	SMP00374	Glycogen Storage Disease Type 1A (GSD1A) or Von Gierke Disease	
DB01819	SMP00563	Triosephosphate isomerase	
DB01819	SMP00040	Glycolysis	
DB01819	SMP00531	Glycogenosis, Type VII. Tarui disease	
DB01819	SMP00562	Fructose-1,6-diphosphatase deficiency	
DB01819	SMP00581	Glycogenosis, Type IA. Von gierke disease	
DB01819	SMP00390	Tay-Sachs Disease	
DB01819	SMP00217	Sialuria or French Type Sialuria	
DB01819	SMP00240	Salla Disease/Infantile Sialic Acid Storage Disease	
DB01819	SMP00534	G(M2)-Gangliosidosis: Variant B, Tay-sachs disease	
DB01819	SMP00045	Amino Sugar Metabolism	
DB01819	SMP00216	Sialuria or French Type Sialuria	
DB01819	SMP00559	Pyruvate kinase deficiency	
DB01819	SMP00060	Pyruvate Metabolism	
DB01819	SMP00212	Pyruvate Dehydrogenase Complex Deficiency	
DB01819	SMP00558	Primary hyperoxaluria II, PH2	
DB01819	SMP00654	Warburg Effect	
DB01819	SMP00334	Pyruvate Decarboxylase E1 Component Deficiency (PDHE1 Deficiency)	
DB01819	SMP00196	Leigh Syndrome	
DB01822	SMP00464	Vitamin K Metabolism	
DB01828	SMP00627	Citalopram Metabolism Pathway	
DB01828	SMP00424	Citalopram Action Pathway	
DB01828	SMP00218	Tyrosinemia Type I	
DB01828	SMP00498	Dopamine beta-hydroxylase deficiency	
DB01828	SMP00169	Alkaptonuria	
DB01828	SMP00006	Tyrosine Metabolism	
DB01828	SMP00494	Tyrosinemia, transient, of the newborn	
DB01828	SMP00533	Monoamine oxidase-a deficiency (MAO-A)	
DB01828	SMP00190	Hawkinsinuria	
DB01828	SMP00429	Disulfiram Action Pathway	
DB01839	SMP00196	Leigh Syndrome	
DB01839	SMP00558	Primary hyperoxaluria II, PH2	
DB01839	SMP00334	Pyruvate Decarboxylase E1 Component Deficiency (PDHE1 Deficiency)	
DB01839	SMP00559	Pyruvate kinase deficiency	
DB01839	SMP00060	Pyruvate Metabolism	
DB01839	SMP00212	Pyruvate Dehydrogenase Complex Deficiency	
DB01849	SMP00007	Beta-Alanine Metabolism	
DB01849	SMP00493	Carnosinuria, carnosinemia	
DB01849	SMP00351	GABA-Transaminase Deficiency	
DB01849	SMP00492	Ureidopropionase deficiency	
DB01849	SMP00172	Beta Ureidopropionase Deficiency	
DB01849	SMP00219	UMP Synthase Deiciency (Orotic Aciduria)	
DB01849	SMP00202	MNGIE (Mitochondrial Neurogastrointestinal Encephalopathy)	
DB01849	SMP00046	Pyrimidine Metabolism	
DB01849	SMP00178	Dihydropyrimidinase Deficiency	
DB01861	SMP00526	Krabbe disease	
DB01861	SMP00557	Sucrase-isomaltase deficiency	
DB01861	SMP00347	Metachromatic Leukodystrophy (MLD)	
DB01861	SMP00525	Fabry disease	
DB01861	SMP00556	Mucopolysaccharidosis VI. Sly syndrome	
DB01861	SMP00495	Galactosemia II (GALK)	
DB01861	SMP00010	Nucleotide Sugars Metabolism	
DB01861	SMP00348	Globoid Cell Leukodystrophy	
DB01861	SMP00553	Glycogenosis, Type III. Cori disease, Debrancher glycogenosis	
DB01861	SMP00555	Glycogenosis, Type VI. Hers disease	
DB01861	SMP00496	Galactosemia III	
DB01861	SMP00552	Glycogen synthetase deficiency	
DB01861	SMP00554	Glycogenosis, Type IV. Amylopectinosis, Anderson disease	
DB01861	SMP00034	Sphingolipid Metabolism	
DB01861	SMP00058	Starch and Sucrose Metabolism	
DB01861	SMP00349	Gaucher Disease	
DB01861	SMP00444	Lactose Synthesis	
DB01861	SMP00580	GLUT-1 deficiency syndrome	
DB01861	SMP00182	Galactosemia	
DB01861	SMP00043	Galactose Metabolism	
DB01861	SMP00579	Congenital disorder of glycosylation CDG-IId	
DB01917	SMP00445	Spermidine and Spermine Biosynthesis	
DB01917	SMP00341	Hypermethioninemia	
DB01917	SMP00570	Homocystinuria-megaloblastic anemia due to defect in cobalamin metabolism, cblG complementation type	
DB01917	SMP00340	Methylenetetrahydrofolate Reductase Deficiency (MTHFRD)	
DB01917	SMP00222	Glycine N-methyltransferase Deficiency	
